title,image,price,ordered,image_path,gender,material,product_type,sleeve_or_neck,color,size,style_category_x,seasonality_x,price_tier,fit,fabric_finish,pattern,details,primary_color,secondary_color,is_multicolor,image_path_cleaned,product_id,style_category_y,formality_level,color_brightness,pattern_complexity,seasonality_y,perceived_quality,trend_alignment,target_age_group,gender_presentation,visual_uniqueness,estimated_purchase_appeal
Casual Loose Fit Shirt Sets (US Only) White / XXL,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQ5gUcbB0_M09qdlPOZb4NpQFMHNwXcbe683T7-JDIG7Cbz-ZKqaIadBucI,56.16,1,image_221,unknown,unknown,Shirt & Shorts Set,unknown,White,XXL,Casual,All-Season,Mid-range,Loose,,Solid,,White,,False,image\image_221,image_221,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Men's Solid Color Linen Short Sleeve Lapel Shirt White / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcS6fACm3v6zCGfV1fuWAybW44sxadULJLOc0VNUqxut95QvywVCxkJrppMp8sziznfG0XR8rkPe,54.26,1,image_222,Men,Linen,Shirt,Short Sleeve,White,L,Casual,Summer,Mid-range,Standard,,Solid,,White,,False,image\image_222,image_222,casual_shirt,4.0,5.0,1.0,autumn_winter,3.0,3.0,young_adult,masculine,2.0,3.0
Embroidered Cowboy Button Down Shirt (US Only) Classic Black / XL,http://t0.gstatic.com/shopping?q=tbn:ANd9GcQT9h-y5-a92sUrcouif3mpoZAyldQGGH5kd7fCcC3ygkmysigyDCId826R4w,43.61,0,image_223,unknown,unknown,Shirt,unknown,Black,XL,Vintage,All-Season,Mid-range,Standard,,Embroidered,,Black,,False,image\image_223,image_223,casual_shirt,4.0,3.0,2.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Ice Silk V-Neck T-Shirt Light Blue+Black+White / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcSF-xW2nErB5Lgjc5GwiVTkjrMyov1BfN6i0EZB735NfK8ZHLSOvV7OeyLChQ,20.67,0,image_224,Men,Silk,T-Shirt,V-Neck,Light Blue & Black & White,L,Casual,All-Season,Budget,Standard,Breathable/Thin,Solid,V-Neck,Light Blue,Black,True,image\image_224,image_224,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Casual Texture Lapel Comfortable Short-sleeved Polo Shirt Khaki / 5XL,http://t2.gstatic.com/shopping?q=tbn:ANd9GcSCDFcG0th3u4McSzqDmsr_kf256TzCD0PUoPqBw6XoPlG-rxYpLjlbfaeNTA,31.08,1,image_225,Men,unknown,Polo,unknown,Khaki,5XL,Casual,All-Season,Mid-range,Standard,,Solid,,Khaki,,False,image\image_225,image_225,smart_casual_shirt,3.0,4.0,2.0,spring_summer,4.0,3.0,young_adult,masculine,2.0,4.0
Athleisure Stretch Polo Shirt Sets Green / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcSiqmD5nTA1Bjda-IJIoeryl139DbY0brnXYJwS2lgdid6R6Sx4MH1lVQCdng,44.37,0,image_226,unknown,unknown,Polo & Shorts Set,unknown,Green,L,Casual,All-Season,Mid-range,Standard,Stretch,Solid,,Green,,False,image\image_226,image_226,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Minimal Comfort Polo Shirt Shorts Set Khaki / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQG1HJIqZ4oqVYlSYl9-0DPnVg-Mp-F_iizIeueJRRdyNrFzYI-5qXuku8t,60.5,0,image_227,unknown,unknown,Polo & Shorts Set,unknown,Khaki,L,Minimalist,Summer,Premium,Standard,,Solid,,Khaki,,False,image\image_227,image_227,smart_casual_shirt,3.0,3.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Classic Casual Button Down Cotton Linen Shirt (Us Only) Purple / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQkUxh2slts_TwMpOAB3GvK5hh2znU5JRmg6qFzUe1Y7y_w3cvh6YVTOeG2VQ,35.79,0,image_228,unknown,Cotton,Shirt,unknown,Purple,L,Vintage,All-Season,Mid-range,Standard,,Solid,,Purple,,False,image\image_228,image_228,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
100% Cotton Henley Shirt and Shorts Set Blue / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcQintPzAPUHExdlaz0VnKfzf9gyt6TRiEO-UnitEaYk3hPhE8R7YMhl3-Rh8A,54.53,0,image_229,unknown,Cotton,Shirt & Shorts Set,unknown,Blue,L,Casual,Summer,Mid-range,Standard,,Solid,Henley,Blue,,False,image\image_229,image_229,smart_casual_shirt,3.0,3.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Vintage Linen Long Sleeve Shird Yellow / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcRRmTUdyTha_3lE_t7gJtAMOcsxFflJwWNgAOeiLRcLYnM0TNqFWUIEZgfEVyY,40.13,1,image_230,Men,Linen,Shirt,Long Sleeve,Yellow,L,Vintage,Summer,Mid-range,Standard,,Solid,,Yellow,,False,image\image_230,image_230,casual_resort_shirt,3.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,4.0
Men's Vintage Linen Long Sleeve Shirt Black / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcSubH9SgAa2e7Tn7ByzabQIGgg0Rp0WS5hGZaMCXAc9kfDH8usayZicDrN64w,40.51,0,image_231,Men,Linen,Shirt,Long Sleeve,Black,L,Vintage,Summer,Mid-range,Standard,,Solid,,Black,,False,image\image_231,image_231,smart_casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Loose Fit Shirt Sets (US Only) Beige / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcRupgNRO-jYt2R3wf3riu7NSNgJPKm6sjwMBN6rxrRTc8scUaOtsupbw9-_,50.04,0,image_232,unknown,unknown,Shirt & Shorts Set,unknown,Beige,L,Casual,All-Season,Mid-range,Loose,,Solid,,Beige,,False,image\image_232,image_232,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Men's Cotton Linen Casual Long Sleeve Shirt Light Blue / M,http://t3.gstatic.com/shopping?q=tbn:ANd9GcSwpG_ZCN7woBcln7X_zpLG4c9K-V0FdAIfMqHXD4Yf5isfV4_lS2zL_YSrGw,34.7,0,image_233,Men,Cotton,Shirt,Long Sleeve,Light Blue,M,Casual,All-Season,Mid-range,Standard,,Solid,,Light Blue,,False,image\image_233,image_233,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Linen Long Sleeve Shirts Purple / 5XL,http://t3.gstatic.com/shopping?q=tbn:ANd9GcQa__ks5yx9QlN5ykqFv2iGaqJaJnHcSYpYEkGkBRMNWai3bkfhocdFkWaC2Ro,34.64,1,image_234,Men,Linen,Shirt,Long Sleeve,Purple,5XL,Casual,Summer,Mid-range,Standard,,Solid,,Purple,,False,image\image_234,image_234,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Summer Essential Button Down Knit Shirt (US Only) Brown / M,http://t3.gstatic.com/shopping?q=tbn:ANd9GcTQl_s4S-1g3W2zQUp0NSqVo4wCNVo__9p27-wFSAV-wABBoc2i_jJBMkOrIw,33.1,0,image_235,unknown,unknown,Shirt,unknown,Brown,M,Casual,All-Season,Mid-range,Standard,,Solid,,Brown,,False,image\image_235,image_235,casual_resort_shirt,2.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,3.0
Casual Cotton and Linen Shirt Set White / M,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQcldHSF4ZuTZJ4lE7o01wdsrznfyjGKhY4hPC53eqst_lFsHg9sX7rEWI6eQ,46.56,0,image_236,unknown,Cotton,Shirt & Shorts Set,unknown,White,M,Casual,All-Season,Mid-range,Standard,,Solid,,White,,False,image\image_236,image_236,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Summer Solid Color Comfortable V-neck Short-sleeved T-shirt Army / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQw2wbOsr1sacnnYBbC7Pp_rX874Lo9TOsceestgttHyC5mr28bZREkz70q,20.48,0,image_237,Men,unknown,T-Shirt,V-Neck,unknown,L,Casual,All-Season,Budget,Standard,,Solid,V-Neck,unknown,,False,image\image_237,image_237,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Men's Vintage Linen Long Sleeve Shirt Navy Blue / M,http://t0.gstatic.com/shopping?q=tbn:ANd9GcSmAlVmLvX00waHlFFFcZqGZN_ZWn69yFUF9QpgM7wxmyBWO-eycVWOmmKkFA,39.87,0,image_238,Men,Linen,Shirt,Long Sleeve,Navy Blue,M,Vintage,Summer,Mid-range,Standard,,Solid,,Navy Blue,,False,image\image_238,image_238,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Casual Loose Fit Shirt Sets (US Only) Khaki / M,http://t3.gstatic.com/shopping?q=tbn:ANd9GcRtB1pu07-9FmiIDQPw_Q5iyw-fvlMYkK8kaz7P1Cu9qW7RcyBSVKXm2H_k,51.41,0,image_239,unknown,unknown,Shirt & Shorts Set,unknown,Khaki,M,Casual,All-Season,Mid-range,Loose,,Solid,,Khaki,,False,image\image_239,image_239,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Vintage Knit Button Up Shirt (US Only) Green / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcT_y3AT56Kh57PXnPaKkiHO2lh2UDCTKFmZtmXuGzjh5J9in8kjk5Fsk6PoIqUdUVj2Oq8TqQ,30.82,1,image_240,unknown,unknown,Shirt,unknown,Green,L,Vintage,All-Season,Mid-range,Standard,,Solid,,Green,,False,image\image_240,image_240,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Cotton Linen Shirt Set White / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcS7deVuHG3HtUI1whZM2ecWvDB-5WriOnac08BmZanUcYzbAWS6rvigkW6tlA,54.7,0,image_241,unknown,Cotton,Shirt & Shorts Set,unknown,White,L,Casual,All-Season,Mid-range,Standard,,Solid,,White,,False,image\image_241,image_241,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Vintage Velvet Shirt Black / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcR5ESCEU8orsB9cSFvyi0VmkLyY0c62UfoUCPwTgWVEicrGhAY01koEvi5aW4o,35.23,0,image_242,Men,unknown,Shirt,unknown,Black,L,Vintage,All-Season,Mid-range,Standard,,Solid,,Black,,False,image\image_242,image_242,casual_shirt,4.0,3.0,2.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Luxury Dress Shirt (US Only) Beige / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcRifl5ENv9RzW1rcQxbvs6c5rutPHQiEijOslDif1nHg0KQdNU01-v4PRECu6sHAD68vjHqjIF6,36.12,1,image_243,unknown,unknown,Shirt,unknown,Beige,L,Casual,All-Season,Mid-range,Standard,,Solid,,Beige,,False,image\image_243,image_243,casual_shirt,4.0,5.0,1.0,autumn_winter,3.0,3.0,young_adult,masculine,2.0,3.0
Vintage-Inspired Geometric Knit Shirt Light Khaki / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSwY47vJP-tA1iaTyGzDZlHvyZTFJZRu-qvYQsow_7AgX7qZNnQI2fGCDJT,43.26,1,image_244,unknown,unknown,Shirt,unknown,Light Khaki,L,Vintage,All-Season,Mid-range,Standard,,Geometric,,Light Khaki,,False,image\image_244,image_244,smart_casual_shirt,3.0,3.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Lcose Fit Shirt Sets (US Only) Clear Blue / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcT1F8wV0gnkozhdqol-fYfahASOa4evkG7zdN29YJ_rMrGvq75PfL1jZNm0Xg,53.45,0,image_245,unknown,unknown,Shirt & Shorts Set,unknown,Clear Blue,L,Casual,All-Season,Mid-range,Standard,,Solid,,Clear Blue,,False,image\image_245,image_245,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Men's Cotton Knit Striped Polo Shirt Purple / M,http://t0.gstatic.com/shopping?q=tbn:ANd9GcR1ymjbtzo3MHjvRN5ulRVmya8uOF2VTLWDfeA9g2Cg2JjhhHLkRpQmVyN83g,32.3,1,image_246,Men,Cotton,Polo,unknown,Purple,M,Casual,All-Season,Mid-range,Standard,,Striped,,Purple,,False,image\image_246,image_246,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Minimal Comfort Polo Shirt Shorts Set White / M,http://t0.gstatic.com/shopping?q=tbn:ANd9GcSAqbC_hYXNHQ6g6zAqDKQjCWGYJ-zmzQAhmI0OgxwRv1lVzxolMEcBJ3Fs4Q,58.39,0,image_247,unknown,unknown,Polo & Shorts Set,unknown,White,M,Minimalist,Summer,Mid-range,Standard,,Solid,,White,,False,image\image_247,image_247,smart_casual_shirt,3.0,3.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Loose Fit Shirt Sets (US Only) Blue / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcTdpCzayGeaguaNJ_DKA_8cIr29fV8tKoc6-88H7hQkYfU7ITaI4AbP8WvhPw,53.76,1,image_248,unknown,unknown,Shirt & Shorts Set,unknown,Blue,L,Casual,All-Season,Mid-range,Loose,,Solid,,Blue,,False,image\image_248,image_248,casual_resort_shirt,2.0,3.0,2.0,all_season,3.0,4.0,young_adult,masculine,4.0,3.0
Men's Luxurious Touch Stretch Cotton T-Shirt Black / M,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQJW6xdRk0wM7YB5N9u9aRZ9czGXADUeXYeU5R0lEvg8gmMyzpq4qAEwIIWdg,25.88,0,image_249,Men,Cotton,T-Shirt,unknown,Black,M,Casual,All-Season,Budget,Standard,"Stretch, Soft/Luxurious",Solid,,Black,,False,image\image_249,image_249,casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Cotton Linen Short Sleeve Shirt Dark Blue / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSs73GurJjADr5JfZuMV4yIcJvzzpVrZESHTjICA6yhC8PO3RSoQu8cqNXvIpQ,29.36,0,image_250,Men,Cotton,Shirt,Short Sleeve,Blue,L,Casual,Summer,Budget,Standard,,Solid,,Blue,,False,image\image_250,image_250,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Cotton Long Sleeve Shirt Black / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQmjdLaPPIEPJMoK-u4_1GXrxpQFAUMGIXgjFcplYZ1gMd02VhsDPGZbOLnQLY,29.67,1,image_251,Men,Cotton,Shirt,Long Sleeve,Black,L,Casual,All-Season,Budget,Standard,,Solid,,Black,,False,image\image_251,image_251,casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Washed Distressed Cotton Daily Short-sleeved T-shirt Beige / 4XL,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSu7y3O1O8gugobTg_rcH9CUU0tW37YNsCKPVxWd3emS8wjLw-Ja-Tva5R8sTc,26.98,0,image_252,Men,Cotton,T-Shirt,unknown,Beige,4XL,Casual,All-Season,Budget,Standard,"Washed, Distressed",Solid,,Beige,,False,image\image_252,image_252,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Summer Linen Shirt Purple / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcTzp57r12Q94vmugn3vIeyop0qFtnN8QZ92iGa5Bjyp2IvqtHMTtkJz5MUw1g,37.8,0,image_253,Men,Linen,Shirt,unknown,Purple,L,Casual,Summer,Mid-range,Standard,,Solid,,Purple,,False,image\image_253,image_253,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Gentleman's Casual Basic Cotton Linen Shirt Purple / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcRyDUl7WbpOpiZjmVWRmC1KFj4Euq0BE5tV4kuuaiY1czXK3NhZYfMY6bVC,35.95,0,image_254,unknown,Cotton,Shirt,unknown,Purple,L,Casual,All-Season,Mid-range,Standard,,Solid,,Purple,,False,image\image_254,image_254,casual_resort_shirt,3.0,4.0,1.0,spring_summer,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Luxurious Touch Stretch Cotton T-Shirt White / 5XL,http://t0.gstatic.com/shopping?q=tbn:ANd9GcSG39j4zeaFfcPhJBdUso4wbuF7anuKeUIdORCcLk3xz14wsudS6OYZXr-yRoE,24.66,0,image_255,Men,Cotton,T-Shirt,unknown,White,5XL,Casual,All-Season,Budget,Standard,"Stretch, Soft/Luxurious",Solid,,White,,False,image\image_255,image_255,casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Washed Distressed Cotton Daily Short-sleeved T-shirt Purple / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcQyPJGMxWohBxD8A2-oCtZH4yVyzvPDT3PjDLUFMAUpC_XVESa2lGsduHxGyg,29.18,1,image_256,Men,Cotton,T-Shirt,unknown,Purple,L,Casual,All-Season,Budget,Standard,"Washed, Distressed",Solid,,Purple,,False,image\image_256,image_256,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Casual Corduroy Pocket Short Sleeve Shirt Black / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcSfpLpqoSf8NK4qYaTsHXCV6Tfp8BsRsE_XaCJVZxUrKlpJdhH2ngbeiC70HQ,61.67,0,image_257,Men,Corduroy,Shirt,Short Sleeve,Black,L,Casual,Summer,Premium,Standard,,Solid,Pocket,Black,,False,image\image_257,image_257,casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Abstract Gradient Geometric T-Shirt Top Purple / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcQss3E_TUfov24DLxW5VMdH4nQHGxSuwpm9UZf2jjbDV0KTnJG4YsujMEPeIw,29.88,1,image_258,Men,unknown,T-Shirt,unknown,Purple,L,Casual,All-Season,Budget,Standard,,Geometric,,Purple,,False,image\image_258,image_258,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Casual Linen Blend Guayabera Shirt (US Only) White / M,http://t3.gstatic.com/shopping?q=tbn:ANd9GcQhV20RxogGHKpWME1I8AgeehPH-nPkbu_HF4eePqn_R7aKVPYMgsawfbrJ,30.65,1,image_259,unknown,Linen,Shirt,unknown,White,M,Casual,Summer,Mid-range,Standard,,Solid,,White,,False,image\image_259,image_259,casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Linen Henley Long Sleeve Shirt Light Grey / M,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQ8luCtjnuvut4OTTA9Eqx1AhezAfUL6p8tpRaAyek5bE8GBx9HVu4N1_d5mKQ,28.54,0,image_260,Men,Linen,Shirt,Long Sleeve,Light Grey,M,Casual,Summer,Budget,Standard,,Solid,Henley,Light Grey,,False,image\image_260,image_260,casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Fashion Casual Pleated Fabric Short-sleeved Lapel Polo Shirt Blue / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcRzP5-WEGkJkxmedSldkfR-ziGFHBl3DRDSmcm2MX3mSmMkxBWZiKjc0jovkA,32.73,1,image_261,Men,unknown,Polo,unknown,Blue,L,Casual,All-Season,Mid-range,Standard,,Solid,,Blue,,False,image\image_261,image_261,casual_resort_shirt,3.0,4.0,1.0,spring_summer,3.0,4.0,young_adult,masculine,3.0,4.0
Men's Fashion Turndown Collar Buttons Striped Shirt Grey / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQ_s9gL5CV7DVjwe8ZNhDt-z4Ob33eHAXWPqGlHE-PKbYJaOxAAzu1nlDP9BB4,30.22,1,image_262,Men,unknown,Shirt,unknown,Grey,L,Casual,All-Season,Mid-range,Standard,,Striped,Collar,Grey,,False,image\image_262,image_262,smart_casual_shirt,4.0,3.0,2.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Leisure Textured Shirt Set Dark Green / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQc857e_RnHRm8N7odR4sXlOy4o7hcQZKbU2nGAU3as--H9AlRDRbtARMHz,43.98,0,image_263,unknown,unknown,Shirt & Shorts Set,unknown,Dark Green,L,Casual,All-Season,Mid-range,Standard,Textured,Solid,,Dark Green,,False,image\image_263,image_263,casual_resort_shirt,2.0,3.0,2.0,all_season,3.0,4.0,young_adult,masculine,4.0,3.0
Men's Linen Resort Casual Button-Down Everyday Short Sleeve Shirt Purple / 5XL,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQspiLDQEmb6xDYezdqTZJOwPGluw0hO7WJkGMVoI5pFxSis2UIkDgKc8Tm,35.08,0,image_264,Men,Linen,Shirt,Short Sleeve,Purple,5XL,Casual,Summer,Mid-range,Standard,,Solid,Button-Down,Purple,,False,image\image_264,image_264,smart_casual_shirt,3.0,4.0,1.0,spring_summer,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Loose Fit Shirt Sets (US Only) White / M,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQ5gUcbB0_M09qdlPOZb4NpQFMHNwXcbe683T7-JDIG7Cbz-ZKqaIadBucI,52.48,0,image_265,unknown,unknown,Shirt & Shorts Set,unknown,White,M,Casual,All-Season,Mid-range,Loose,,Solid,,White,,False,image\image_265,image_265,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Summer Cuban Guayabera Shirt (US Only) Light Green / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcS9mYAfzpVyE2Ot1rSQMEHSsEpsSYtXLpWomc9POshyurxRcSU2czAi3Gd_Eg,37.4,0,image_266,unknown,unknown,Shirt,unknown,Light Green,L,Casual,All-Season,Mid-range,Standard,,Solid,,Light Green,,False,image\image_266,image_266,smart_casual_shirt,4.0,4.0,1.0,spring_summer,4.0,3.0,young_adult,masculine,2.0,4.0
Vintage Knit Button Up Shart (US Only) Navy Blue / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcSZkoiF-Un8ov38VFwJINbfudlPFwKNPlv8AnFuC_1fn0mxLjDrCeCJfheL8F8BaHHOCgni1w,30.74,0,image_267,unknown,unknown,Shirt,unknown,Navy Blue,L,Vintage,All-Season,Mid-range,Standard,,Solid,,Navy Blue,,False,image\image_267,image_267,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Summer Linen Shirt Orange / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcShltvsgeIxY5SZyESNexCGcmaqEhLcy7LyolbsV68xpZMPD6b_iQF4kEvSow,36.68,0,image_268,Men,Linen,Shirt,unknown,Orange,L,Casual,Summer,Mid-range,Standard,,Solid,,Orange,,False,image\image_268,image_268,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Casual Loose Fit Shirt Sets (US Only) Khaki / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcRtB1pu07-9FmiIDQPw_Q5iyw-fvlMYkK8kaz7P1Cu9qW7RcyBSVKXm2H_k,50.78,0,image_269,unknown,unknown,Shirt & Shorts Set,unknown,Khaki,L,Casual,All-Season,Mid-range,Loose,,Solid,,Khaki,,False,image\image_269,image_269,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Men's Vintage Premium Washeh Shirt Khaki / M,http://t0.gstatic.com/shopping?q=tbn:ANd9GcQDGZp4yVinVDXKxympV5jGzuU4L_M-_E9C6JyqBlsQ_Rwah0r9QvabD7lFYg,64.37,0,image_270,Men,unknown,Shirt,unknown,Khaki,M,Vintage,All-Season,Premium,Standard,,Solid,,Khaki,,False,image\image_270,image_270,casual_resort_shirt,3.0,4.0,2.0,spring_summer,3.0,4.0,young_adult,masculine,4.0,4.0
Men's Luxurious Touch Stretch Cotton T-Shirt Black / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQJW6xdRk0wM7YB5N9u9aRZ9czGXADUeXYeU5R0lEvg8gmMyzpq4qAEwIIWdg,24.68,0,image_271,Men,Cotton,T-Shirt,unknown,Black,L,Casual,All-Season,Budget,Standard,"Stretch, Soft/Luxurious",Solid,,Black,,False,image\image_271,image_271,casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Leisure Textured Shirt Set Red / S,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQ7Bb_SHETti130smKmouZgSxK18jWQmDEXHdKmlxArskVh6tfdb7_Zq9TNQQ,44.15,1,image_272,unknown,unknown,Shirt & Shorts Set,unknown,Red,S,Casual,All-Season,Mid-range,Standard,Textured,Solid,,Red,,False,image\image_272,image_272,casual_shirt,2.0,2.0,2.0,all_season,3.0,3.0,young_adult,masculine,3.0,3.0
Stylish Slant Placket Tied Shirt Apricot / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcRDWrnw7WL7Kh6bQmPvTi88SkaravSZwL0w8Piwc9GOsxycK7-f3HIeEOFC,36.29,0,image_273,unknown,unknown,Shirt,unknown,Apricot,L,Casual,All-Season,Mid-range,Standard,,Solid,,Apricot,,False,image\image_273,image_273,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Cotton printed shirt Army Green / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcSnYCovSL6f88xmCPmDt7hm2LaiRSxeBf7kgbI8oWs4i9qWs_1quTFqYWN6rvsoeoXCVeIoPm59,71.38,1,image_274,Men,Cotton,Shirt,unknown,Army Green,L,Casual,All-Season,Premium,Standard,,Solid,,Army Green,,False,image\image_274,image_274,casual_shirt,4.0,4.0,2.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Muscle Fit Shirts (US Only) Dark Purple / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQpBS6F7xCG5TKpEDgwdMEBJNE9bIMstt9NojKGZAi87mMbCu6X0qVWdZ4-,32.58,0,image_275,unknown,unknown,Shirt,unknown,Purple,L,Casual,All-Season,Mid-range,Muscle,,Solid,,Purple,,False,image\image_275,image_275,casual_resort_shirt,2.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,3.0
Men's Linen Resort CasualhButton-Down Everyday Short Sleeve Shirt Navy / M,http://t3.gstatic.com/shopping?q=tbn:ANd9GcQN-I-u6ur1ifOWwbwU2k1ozhL_EIr49BbzOSNTtGkhRn2x4g7NvE1OY7MZ,33.63,1,image_276,Men,Linen,Shirt,Short Sleeve,unknown,M,Casual,Summer,Mid-range,Standard,,Solid,Button-Down,unknown,,False,image\image_276,image_276,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
